#
# Reworked by Aregorn for HSR2_DD
#
##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);;;;;x
PROV2204;Grosvenor Seamount;Grosvenor Seamount;Grosvenor Seamount;Monte submarino Grosvenor;Grosvenor Seamount;Grosvenor Seamount;;;;;X
PROV2205;Japan Trench;Japan Trench;Japan Trench;Fosa del Japón;Japan Trench;Japan Trench;;;;;X
PROV2206;Makarov Seamount;Makarov Seamount;Makarov Seamount;Monte submarino Makarov;Makarov Seamount;Makarov Seamount;;;;;X
PROV2207;Shatskiy Rise;Shatskiy Rise;Shatskiy Rise;Farallón de Shatskiy;Shatskiy Rise;Shatskiy Rise;;;;;X
PROV2208;Emperor Seamounts;Emperor Seamounts;Emperor Seamounts;Dorsal del Emperador;Emperor Seamounts;Emperor Seamounts;;;;;X
PROV2209;Hess Rise;Hess Rise;Hess Rise;Farallón de Hess;Hess Rise;Hess Rise;;;;;X
PROV2210;Isakov Seamount;Isakov Seamount;Isakov Seamount;Monte submarino Isakov;Isakov Seamount;Isakov Seamount;;;;;X
PROV2211;South Kurile Trench;South Kurile Trench;South Kurile Trench;Fosa meridional de las Kuriles;South Kurile Trench;South Kurile Trench;;;;;X
PROV2212;Abashiri Bay;Abashiri Bay;Abashiri Bay;Bahía de Abashiri;Abashiri Bay;Abashiri Bay;;;;;X
PROV2213;Tsugaru Strait;Tsugaru Strait;Tsugaru Strait;Estrecho de Tsugaru;Tsugaru Strait;Tsugaru Strait;;;;;X
PROV2214;West Kuril Basin;West Kuril Basin;West Kuril Basin;Cuenca occidental de las Kuriles;West Kuril Basin;West Kuril Basin;;;;;X
PROV2215;Southern Gulf of Tartary;Southern Gulf of Tartary;Southern Gulf of Tartary;Golfo de Tartaria meridional;Southern Gulf of Tartary;Southern Gulf of Tartary;;;;;X
PROV2216;Northern Gulf of Tartary;Northern Gulf of Tartary;Northern Gulf of Tartary;Golfo de Tartaria septentrional;Northern Gulf of Tartary;Northern Gulf of Tartary;;;;;X
PROV2217;Gulf of Sakhalin;Gulf of Sakhalin;Gulf of Sakhalin;Golfo de Sajalín;Gulf of Sakhalin;Gulf of Sakhalin;;;;;X
PROV2218;Ulban Bay;Ulban Bay;Ulban Bay;Bahía de Ulban;Ulban Bay;Ulban Bay;;;;;X
PROV2219;Erinea Gulf;Erinea Gulf;Erinea Gulf;Golfo de Erinea;Erinea Gulf;Erinea Gulf;;;;;X
PROV2220;Central Sea of Okhotsk;Central Sea of Okhotsk;Central Sea of Okhotsk;Mar de Ojotsk central;Central Sea of Okhotsk;Central Sea of Okhotsk;;;;;X
PROV2221;Taui Bay;Taui Bay;Taui Bay;Bahía de Taui;Taui Bay;Taui Bay;;;;;X
PROV2222;East Kuril Basin;East Kuril Basin;East Kuril Basin;Cuenca oriental de las Kuriles;East Kuril Basin;East Kuril Basin;;;;;X
PROV2223;Kurile Strait;Kurile Strait;Kurile Strait;Estrecho de las Kuriles;Kurile Strait;Kurile Strait;;;;;X
PROV2224;East Sea of Okhotsk;East Sea of Okhotsk;East Sea of Okhotsk;Mar de Ojotsk oriental;East Sea of Okhotsk;East Sea of Okhotsk;;;;;X
PROV2225;Shelikhov Gulf;Shelikhov Gulf;Shelikhov Gulf;Golfo de Shelejovo;Shelikhov Gulf;Shelikhov Gulf;;;;;X
PROV2226;Penzhina Bay;Penzhina Bay;Penzhina Bay;Bahía de Penzhina;Penzhina Bay;Penzhina Bay;;;;;X
PROV2227;Kronotski Bay;Kronotski Bay;Kronotski Bay;Bahía de Kronoki;Kronotski Bay;Kronotski Bay;;;;;X
PROV2228;Gulf of Kamchatka;Gulf of Kamchatka;Gulf of Kamchatka;Golfo de Kamchatka;Gulf of Kamchatka;Gulf of Kamchatka;;;;;X
PROV2229;North Kurile Trench;North Kurile Trench;North Kurile Trench;Fosa septentrional de las Kuriles;North Kurile Trench;North Kurile Trench;;;;;X
PROV2230;Southwest Aleutian Basin;Southwest Aleutian Basin;Southwest Aleutian Basin;Cuenca suroccidental de las Aleutianas;Southwest Aleutian Basin;Southwest Aleutian Basin;;;;;X
PROV2231;South Aleutian Basin;South Aleutian Basin;South Aleutian Basin;Cuenca sur de las Aleutianas;South Aleutian Basin;South Aleutian Basin;;;;;X
PROV2232;Central Aleutian Basin;Central Aleutian Basin;Central Aleutian Basin;Cuenca central de las Aleutianas;Central Aleutian Basin;Central Aleutian Basin;;;;;X
PROV2233;West Aleutian Basin;West Aleutian Basin;West Aleutian Basin;Cuenca oeste de las Aleutianas;West Aleutian Basin;West Aleutian Basin;;;;;X
PROV2234;Northwest Aleutian Basin;Northwest Aleutian Basin;Northwest Aleutian Basin;Cuenca noroccidental de las Aleutianas;Northwest Aleutian Basin;Northwest Aleutian Basin;;;;;X
PROV2235;South Shirshov Ridge;South Shirshov Ridge;South Shirshov Ridge;Dorsal meridional de Shirshov;South Shirshov Ridge;South Shirshov Ridge;;;;;X
PROV2236;Olyutorskiy Gulf;Olyutorskiy Gulf;Olyutorskiy Gulf;Golfo de Oliotur;Olyutorskiy Gulf;Olyutorskiy Gulf;;;;;X
PROV2237;Gulf of Anadyr;Gulf of Anadyr;Gulf of Anadyr;Golfo de Anadir;Gulf of Anadyr;Gulf of Anadyr;;;;;X
PROV2238;North Shirshov Ridge;North Shirshov Ridge;North Shirshov Ridge;Dorsal septentrional de Shirshov;North Shirshov Ridge;North Shirshov Ridge;;;;;X
PROV2239;North Aleutian Basin;North Aleutian Basin;North Aleutian Basin;Cuenca septentrional de las Aleutianas;North Aleutian Basin;North Aleutian Basin;;;;;X
PROV2240;Gulf of Ob;Gulf of Ob;Gulf of Ob;Golfo de Ob;Gulf of Ob;Gulf of Ob;;;;;X
PROV2241;Lake Baikal;Lake Baikal;Lake Baikal;Lago Baikal;Lake Baikal;Lake Baikal;;;;;X
PROV2242;Lake Poyang;Lake Poyang;Lake Poyang;Lago Poyang;Lake Poyang;Lake Poyang;;;;;X
PROV2243;Lake Dongting;Lake Dongting;Lake Dongting;Lago Dongting;Lake Dongting;Lake Dongting;;;;;X
PROV2244;Lake Qinghai;Lake Qinghai;Lake Qinghai;Lago Qinghai;Lake Qinghai;Lake Qinghai;;;;;X
PROV2245;Lake Zaysan;Lake Zaysan;Lake Zaysan;Lago Zaisan;Lake Zaysan;Lake Zaysan;;;;;X
PROV2246;Lake Balkhash;Lake Balkhash;Lake Balkhash;Lago Baljash;Lake Balkhash;Lake Balkhash;;;;;X
PROV2247;East Carolines;East Carolines;East Carolines;Carolinas orientales;East Carolines;East Carolines;;;;;X
PROV2248;North Carolines;North Carolines;North Carolines;Carolinas septentrionales;North Carolines;North Carolines;;;;;X
PROV2249;Central Carolines;Central Carolines;Central Carolines;Carolinas centrales;Central Carolines;Central Carolines;;;;;X
PROV2250;South Philippine Trench;South Philippine Trench;South Philippine Trench;Sur de la Fosa de las Filipinas;South Philippine Trench;South Philippine Trench;;;;;X
PROV2251;Davao Gulf;Davao Gulf;Davao Gulf;Golfo de Davao;Davao Gulf;Davao Gulf;;;;;X
PROV2252;Panay Gulf;Panay Gulf;Panay Gulf;Golfo de Panay;Panay Gulf;Panay Gulf;;;;;X
PROV2253;Surigao Strait;Surigao Strait;Surigao Strait;Estrecho de Surigao;Surigao Strait;Surigao Strait;;;;;X
PROV2254;Sibuyan Sea;Sibuyan Sea;Sibuyan Sea;Mar de Sibuyan;Sibuyan Sea;Sibuyan Sea;;;;;X
PROV2255;Leyte Gulf;Leyte Gulf;Leyte Gulf;Golfo de Leyte;Leyte Gulf;Leyte Gulf;;;;;X
PROV2256;Manila Bay;Manila Bay;Manila Bay;Bahía de Manila;Manila Bay;Manila Bay;;;;;X
PROV2257;Lingayen Gulf;Lingayen Gulf;Lingayen Gulf;Golfo de Lingayen;Lingayen Gulf;Lingayen Gulf;;;;;X
PROV2258;Lamon Bay;Lamon Bay;Lamon Bay;Bahía de Lamon;Lamon Bay;Lamon Bay;;;;;X
PROV2259;San Bernardino Strait;San Bernardino Strait;San Bernardino Strait;Estrecho de San Bernardino;San Bernardino Strait;San Bernardino Strait;;;;;X
PROV2260;Oras Bay;Oras Bay;Oras Bay;Bahía de Oras;Oras Bay;Oras Bay;;;;;X
PROV2261;Divilacan Bay;Divilacan Bay;Divilacan Bay;Bahía de Divilacan;Divilacan Bay;Divilacan Bay;;;;;X
PROV2262;Babuyan Channel;Babuyan Channel;Babuyan Channel;Canal de Babuyán;Babuyan Channel;Babuyan Channel;;;;;X
PROV2263;Shenquan Gulf;Shenquan Gulf;Shenquan Gulf;Golfo de Shenquan;Shenquan Gulf;Shenquan Gulf;;;;;X
PROV2264;North Philippine Trench;North Philippine Trench;North Philippine Trench;Norte de la Fosa de las Filipinas;North Philippine Trench;North Philippine Trench;;;;;X
PROV2265;Central Philippine Trench;Central Philippine Trench;Central Philippine Trench;Centro de la Fosa de las Filipinas;Central Philippine Trench;Central Philippine Trench;;;;;X
PROV2266;South Kyushu-Palau Trench;South Kyushu-Palau Trench;South Kyushu-Palau Trench;Sur de la Fosa Kyushu-Palau;South Kyushu-Palau Trench;South Kyushu-Palau Trench;;;;;X
PROV2267;Palau Trench;Palau Trench;Palau Trench;Fosa de Palau;Palau Trench;Palau Trench;;;;;X
PROV2268;Cape Alguhas;Cape Alguhas;Cape Alguhas;Cabo de las Agujas;Cape Alguhas;Cape Alguhas;;;;;X
PROV2269;False Bay;False Bay;False Bay;Bahía Falsa;False Bay;False Bay;;;;;X
PROV2270;West Walvis Ridge;West Walvis Ridge;West Walvis Ridge;Dorsal de Walvis occidental;West Walvis Ridge;West Walvis Ridge;;;;;X
PROV2271;Central Angola Plain;Central Angola Plain;Central Angola Plain;Llanura central de Angola;Central Angola Plain;Central Angola Plain;;;;;X
PROV2272;East Walvis Ridge;East Walvis Ridge;East Walvis Ridge;Dorsal de Walvis oriental;East Walvis Ridge;East Walvis Ridge;;;;;X
PROV2273;McDougall's Bay;McDougall's Bay;McDougall's Bay;Bahía de MacDougall;McDougall's Bay;McDougall's Bay;;;;;X
PROV2274;Walvis Bay;Walvis Bay;Walvis Bay;Bahía de Walvis;Walvis Bay;Walvis Bay;;;;;X
PROV2275;Cape Fria;Cape Fria;Cape Fria;Cabo Fria;Cape Fria;Cape Fria;;;;;X
PROV2276;Coast of Angola;Coast of Angola;Coast of Angola;Costa de Angola;Coast of Angola;Coast of Angola;;;;;X
PROV2277;East Congo Cone;East Congo Cone;East Congo Cone;Cono oriental del Congo;East Congo Cone;East Congo Cone;;;;;X
PROV2278;Cape Lopez;Cape Lopez;Cape Lopez;Cabo López;Cape Lopez;Cape Lopez;;;;;X
PROV2279;Bay of Corisco;Bay of Corisco;Bay of Corisco;Bahía de Corisco;Bay of Corisco;Bay of Corisco;;;;;X
PROV2280;Niger Delta;Niger Delta;Niger Delta;Delta del Níger;Niger Delta;Niger Delta;;;;;X
PROV2281;Lake Chad;Lake Chad;Lake Chad;Lago Chad;Lake Chad;Lake Chad;;;;;X
PROV2282;Lake Victoria;Lake Victoria;Lake Victoria;Lago Victoria;Lake Victoria;Lake Victoria;;;;;X
PROV2283;Lake Tanganyika;Lake Tanganyika;Lake Tanganyika;Lago Tanganica;Lake Tanganyika;Lake Tanganyika;;;;;X
PROV2284;Lake Nyasa;Lake Nyasa;Lake Nyasa;Lago Nyasa;Lake Nyasa;Lake Nyasa;;;;;X
PROV2285;East Guinea Bay;East Guinea Bay;East Guinea Bay;Este del Golfo de Guinea;East Guinea Bay;East Guinea Bay;;;;;X
PROV2286;West Congo Cone;West Congo Cone;West Congo Cone;Cono occidental del Congo;West Congo Cone;West Congo Cone;;;;;X
PROV2287;East Guinea Basin;East Guinea Basin;East Guinea Basin;Cuenca este de Guinea;East Guinea Basin;East Guinea Basin;;;;;X
PROV2288;Centralwest Guinea Bay;Centralwest Guinea Bay;Centralwest Guinea Bay;Centro-oeste del Golfo de Guinea;Centralwest Guinea Bay;Centralwest Guinea Bay;;;;;X
PROV2289;Slave Coast;Slave Coast;Slave Coast;Costa de los Esclavos;Slave Coast;Slave Coast;;;;;X
PROV2290;Gold Coast;Gold Coast;Gold Coast;Costa de Oro;Gold Coast;Gold Coast;;;;;X
PROV2291;Ivory Coast;Ivory Coast;Ivory Coast;Costa de Marfil;Ivory Coast;Ivory Coast;;;;;X
PROV2292;Pepper Coast;Pepper Coast;Pepper Coast;Costa de las Especies;Pepper Coast;Pepper Coast;;;;;X
PROV2293;Leonean Archipelago;Leonean Archipelago;Leonean Archipelago;Archipiélago de Sierra Leona;Leonean Archipelago;Leonean Archipelago;;;;;X
PROV2294;Bijagos Archipelago;Bijagos Archipelago;Bijagos Archipelago;Archipiélago de Bijagos;Bijagos Archipelago;Bijagos Archipelago;;;;;X
PROV2295;Gambian Basin;Gambian Basin;Gambian Basin;Cuenca de Gambia;Gambian Basin;Gambian Basin;;;;;X
PROV2296;Bay of Gambia;Bay of Gambia;Bay of Gambia;Bahía de Gambia;Bay of Gambia;Bay of Gambia;;;;;X
PROV2297;Cap Blanc;Cap Blanc;Cap Blanc;Cabo Blanco;Cap Blanc;Cap Blanc;;;;;X
PROV2298;South Cap Verde Approach;South Cap Verde Approach;South Cap Verde Approach;Linde del sur de Cabo Verde;South Cap Verde Approach;South Cap Verde Approach;;;;;X
PROV2299;North Cap Verde Approach;North Cap Verde Approach;North Cap Verde Approach;Linde del norte de Cabo Verde;North Cap Verde Approach;North Cap Verde Approach;;;;;X
PROV2300;Canary Approach;Canary Approach;Canary Approach;Linde de Canaria;Canary Approach;Canary Approach;;;;;X
PROV2301;Gulf of Cintra;Gulf of Cintra;Gulf of Cintra;Golfo de Cintra;Gulf of Cintra;Gulf of Cintra;;;;;X
PROV2302;Cap Bojador;Cap Bojador;Cap Bojador;Cabo Bojador;Cap Bojador;Cap Bojador;;;;;X
PROV2303;Cap Draa;Cap Draa;Cap Draa;Cabo Drâa;Cap Draa;Cap Draa;;;;;X
PROV2304;Sea of Azores South;Sea of Azores South;Sea of Azores South;Sur del Mar de las Azores;Sea of Azores South;Sea of Azores South;;;;;X
PROV2305;East Mid-Atlantic Ridge;East Mid-Atlantic Ridge;East Mid-Atlantic Ridge;Dorsal oriental del Atlántico medio;East Mid-Atlantic Ridge;East Mid-Atlantic Ridge;;;;;X
PROV2306;East Central Mid-Atlantic Ridge;East Central Mid-Atlantic Ridge;East Central Mid-Atlantic Ridge;Dorsal oriental-central del Atlántico medio;East Central Mid-Atlantic Ridge;East Central Mid-Atlantic Ridge;;;;;X
PROV2307;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;Norte de la dorsal sur-central del Atlántico medio;Northern South-Central Mid-Atlantic Ridge;Northern South-Central Mid-Atlantic Ridge;;;;;X
PROV2308;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;Sur de la dorsal central del Atlántico medio;Southern Central Mid-Atlantic Ridge;Southern Central Mid-Atlantic Ridge;;;;;X
PROV2309;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;Norte de la dorsal central del Atlántico medio;Northern Central Mid-Atlantic Ridge;Northern Central Mid-Atlantic Ridge;;;;;X
PROV2310;South-Eastern Saragasso Sea;South-Eastern Saragasso Sea;South-Eastern Saragasso Sea;Sureste del Mar de los Sargazos;South-Eastern Saragasso Sea;South-Eastern Saragasso Sea;;;;;X
PROV2311;Eastern Sargasso Sea;Eastern Sargasso Sea;Eastern Sargasso Sea;Este del Mar de los Sargazos;Eastern Sargasso Sea;Eastern Sargasso Sea;;;;;X
PROV2312;East Bermuda;East Bermuda;East Bermuda;Bermudas orientales;East Bermuda;East Bermuda;;;;;X
PROV2313;Northern Guiana Basin;Northern Guiana Basin;Northern Guiana Basin;Cuenca norte de las Guayanas;Northern Guiana Basin;Northern Guiana Basin;;;;;X
PROV2314;South Bermuda;South Bermuda;South Bermuda;Bermudas meridionales;South Bermuda;South Bermuda;;;;;X
PROV2315;West Bermuda;West Bermuda;West Bermuda;Bermudas occidentales;West Bermuda;West Bermuda;;;;;X
PROV2316;Blake Plateau;Blake Plateau;Blake Plateau;Meseta marina de Blake;Blake Plateau;Blake Plateau;;;;;X
PROV2317;Cape Canaveral;Cape Canaveral;Cape Canaveral;Cabo Cañaveral;Cape Canaveral;Cape Canaveral;;;;;X
PROV2318;Cape Fear;Cape Fear;Cape Fear;Cape Fear;Cape Fear;Cape Fear;;;;;X
PROV2319;Lake Erie;Lake Erie;Lake Erie;Lago Erie;Lake Erie;Lake Erie;;;;;X
PROV2320;Lake Ontario;Lake Ontario;Lake Ontario;Lago Ontario;Lake Ontario;Lake Ontario;;;;;X
PROV2321;Lake Huron;Lake Huron;Lake Huron;Lago Hurón;Lake Huron;Lake Huron;;;;;X
PROV2322;Lake Michigan;Lake Michigan;Lake Michigan;Lago Michigan;Lake Michigan;Lake Michigan;;;;;X
PROV2323;Lake Superior;Lake Superior;Lake Superior;Lago Superior;Lake Superior;Lake Superior;;;;;X
PROV2324;Lake Nipigon;Lake Nipigon;Lake Nipigon;Lago Nipigon;Lake Nipigon;Lake Nipigon;;;;;X
PROV2325;Lake Manitoba;Lake Manitoba;Lake Manitoba;Lago Manitoba;Lake Manitoba;Lake Manitoba;;;;;X
PROV2326;Lake Winnipeg;Lake Winnipeg;Lake Winnipeg;Lago Winnipeg;Lake Winnipeg;Lake Winnipeg;;;;;X
PROV2327;Lake Winnipegosis;Lake Winnipegosis;Lake Winnipegosis;Lago Winnipegosis;Lake Winnipegosis;Lake Winnipegosis;;;;;X
PROV2328;Great Slave Lake;Great Slave Lake;Great Slave Lake;Gran Lago del Esclavo;Great Slave Lake;Great Slave Lake;;;;;X
PROV2329;Great Bear Lake;Great Bear Lake;Great Bear Lake;Gran Lago del Oso;Great Bear Lake;Great Bear Lake;;;;;X
PROV2330;Chesterfield Inlet;Chesterfield Inlet;Chesterfield Inlet;Rada de Chesterfield;Chesterfield Inlet;Chesterfield Inlet;;;;;X
PROV2331;Foxe Basin;Foxe Basin;Foxe Basin;Cuenca de Foxe;Foxe Basin;Foxe Basin;;;;;X
PROV2332;James Bay;James Bay;James Bay;Bahía de James;James Bay;James Bay;;;;;X
PROV2333;Hudson Strait;Hudson Strait;Hudson Strait;Estrecho de Hudson;Hudson Strait;Hudson Strait;;;;;X
PROV2334;Bafin Bay;Bafin Bay;Bafin Bay;Bahía de Baffin;Bafin Bay;Bafin Bay;;;;;X
PROV2335;Melville Bay;Melville Bay;Melville Bay;Bahía de Melville;Melville Bay;Melville Bay;;;;;X
PROV2336;Cumberland Sound;Cumberland Sound;Cumberland Sound;Bahía de Cumberland;Cumberland Sound;Cumberland Sound;;;;;X
PROV2337;Ungava Bay;Ungava Bay;Ungava Bay;Bahía de Ungava;Ungava Bay;Ungava Bay;;;;;X
PROV2338;Goose Bay;Goose Bay;Goose Bay;Bahía de Goose;Goose Bay;Goose Bay;;;;;X
PROV2339;White Bay;White Bay;White Bay;Bahía White;White Bay;White Bay;;;;;X
PROV2340;Bonavista Bay;Bonavista Bay;Bonavista Bay;Bahía de Bonavista;Bonavista Bay;Bonavista Bay;;;;;X
PROV2341;Fortune Bay;Fortune Bay;Fortune Bay;Bahía Fortune;Fortune Bay;Fortune Bay;;;;;X
PROV2342;Strait Of Belle Isle;Strait Of Belle Isle;Strait Of Belle Isle;Estrecho de Belle Isle;Strait Of Belle Isle;Strait Of Belle Isle;;;;;X
PROV2343;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Golfo de San Lorenzo;Gulf of St. Lawrence;Gulf of St. Lawrence;;;;;X
PROV2344;Cabot Strait;Cabot Strait;Cabot Strait;Estrecho de Cabot;Cabot Strait;Cabot Strait;;;;;X
PROV2345;Bay of Fundy;Bay of Fundy;Bay of Fundy;Bahía de Fundy;Bay of Fundy;Bay of Fundy;;;;;X
PROV2346;Gulf of Maine;Gulf of Maine;Gulf of Maine;Golfo del Maine;Gulf of Maine;Gulf of Maine;;;;;X
PROV2347;Nantucket Sound;Nantucket Sound;Nantucket Sound;Bahía de Nantucket;Nantucket Sound;Nantucket Sound;;;;;X
PROV2348;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;Bahía de Chesapeake;Chesapeake Bay;Chesapeake Bay;;;;;X
PROV2349;Cape Hatteras;Cape Hatteras;Cape Hatteras;Cabo de Hatteras;Cape Hatteras;Cape Hatteras;;;;;X
PROV2350;New England Shelf;New England Shelf;New England Shelf;Plataforma de Nueva Inglaterra;New England Shelf;New England Shelf;;;;;X
PROV2351;North Bermuda;North Bermuda;North Bermuda;Bermudas septentrionales;North Bermuda;North Bermuda;;;;;X
PROV2352;Sable Island Bank;Sable Island Bank;Sable Island Bank;Banco de Sable;Sable Island Bank;Sable Island Bank;;;;;X
PROV2353;New England Seamounts;New England Seamounts;New England Seamounts;Montes submarinos de Nueva Inglaterra;New England Seamounts;New England Seamounts;;;;;X
PROV2354;Grand Banks;Grand Banks;Grand Banks;Grand Banks;Grand Banks;Grand Banks;;;;;X
PROV2355;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Montes submarinos Corner;Corner Spearmounts;Corner Spearmounts;;;;;X
PROV2356;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Sur de la dorsal septentrional del Atlántico medio;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;;;;;X
PROV2357;Sea of Azores East;Sea of Azores East;Sea of Azores East;Este del Mar de las Azores;Sea of Azores East;Sea of Azores East;;;;;X
PROV2358;Sea of Azores North;Sea of Azores North;Sea of Azores North;Norte del Mar de las Azores;Sea of Azores North;Sea of Azores North;;;;;X
PROV2359;Gibbs Fracture East;Gibbs Fracture East;Gibbs Fracture East;Este de la Fractura de Gibbs;Gibbs Fracture East;Gibbs Fracture East;;;;;X
PROV2360;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;;;;;X
PROV2361;Gibbs Fracture West;Gibbs Fracture West;Gibbs Fracture West;Oeste de la Fractura de Gibbs;Gibbs Fracture West;Gibbs Fracture West;;;;;X
PROV2362;South West Sea of Labrador;South West Sea of Labrador;South West Sea of Labrador;Sureste del Mar del Labrador;South West Sea of Labrador;South West Sea of Labrador;;;;;X
PROV2363;Davis Strait;Davis Strait;Davis Strait;Estrecho de Davis;Davis Strait;Davis Strait;;;;;X
PROV2364;South Central Sea of Labrador;South Central Sea of Labrador;South Central Sea of Labrador;Centro-sur del Mar del Labrador;South Central Sea of Labrador;South Central Sea of Labrador;;;;;X
PROV2365;Tordenskjold Bank;Tordenskjold Bank;Tordenskjold Bank;Banco de Tordenskjold;Tordenskjold Bank;Tordenskjold Bank;;;;;X
PROV2366;Skjoldungen Bank;Skjoldungen Bank;Skjoldungen Bank;Banco de Skjoldungen;Skjoldungen Bank;Skjoldungen Bank;;;;;X
PROV2367;West Denmark Strait;West Denmark Strait;West Denmark Strait;Oeste del Estrecho de Dinamarca;West Denmark Strait;West Denmark Strait;;;;;X
PROV2368;Northwest Denmark Strait;Northwest Denmark Strait;Northwest Denmark Strait;Noroeste del estrecho de Dinamarca;Northwest Denmark Strait;Northwest Denmark Strait;;;;;X
PROV2369;Central Denmark Strait;Central Denmark Strait;Central Denmark Strait;Centro del Estrecho de Dinamarca;Central Denmark Strait;Central Denmark Strait;;;;;X
PROV2370;Irminger Basin;Irminger Basin;Irminger Basin;Cuenca de Irminger;Irminger Basin;Irminger Basin;;;;;X
PROV2371;Central Sea of Labrador;Central Sea of Labrador;Central Sea of Labrador;Centro del Mar del Labrador;Central Sea of Labrador;Central Sea of Labrador;;;;;X
PROV2372;North Sea of Labrador;North Sea of Labrador;North Sea of Labrador;Norte del Mar del Labrador;North Sea of Labrador;North Sea of Labrador;;;;;X
PROV2373;South Denmark Strait;South Denmark Strait;South Denmark Strait;Sur del Estrecho de Dinamarca;South Denmark Strait;South Denmark Strait;;;;;X
PROV2374;Faxa Bay;Faxa Bay;Faxa Bay;Bahía Faxa;Faxa Bay;Faxa Bay;;;;;X
PROV2375;Huna Bay;Huna Bay;Huna Bay;Bahía de Huna;Huna Bay;Huna Bay;;;;;X
PROV2376;West Greenland Sea;West Greenland Sea;West Greenland Sea;Oeste del Mar de Groenlandia;West Greenland Sea;West Greenland Sea;;;;;X
PROV2377;Northwest Faroes Gap;Northwest Faroes Gap;Northwest Faroes Gap;Noroeste del Estrecho de las Faroe;Northwest Faroes Gap;Northwest Faroes Gap;;;;;X
PROV2378;Central Greenland Sea;Central Greenland Sea;Central Greenland Sea;Centro del Mar de Groenlandia;Central Greenland Sea;Central Greenland Sea;;;;;X
PROV2379;East Greenland Sea;East Greenland Sea;East Greenland Sea;Este del Mar de Groenlandia;East Greenland Sea;East Greenland Sea;;;;;X
PROV2380;South Greenland Sea;South Greenland Sea;South Greenland Sea;Sur del Mar de Groenlandia;South Greenland Sea;South Greenland Sea;;;;;X
PROV2381;Cape Kanin;Cape Kanin;Cape Kanin;Cabo Kanin;Cape Kanin;Cape Kanin;;;;;X
PROV2382;Central Barents Sea;Central Barents Sea;Central Barents Sea;Centro del Mar de Barents;Central Barents Sea;Central Barents Sea;;;;;X
PROV2383;South Barents Sea;South Barents Sea;South Barents Sea;Sur del Mar de Barents;South Barents Sea;South Barents Sea;;;;;X
PROV2384;White Sea;White Sea;White Sea;Mar Blanco;White Sea;White Sea;;;;;X
PROV2385;Varanger Fjord;Varanger Fjord;Varanger Fjord;Varanger Fjord;Varanger Fjord;Varanger Fjord;;;;;X
PROV2386;North Cape;North Cape;North Cape;Cabo Norte;North Cape;North Cape;;;;;X
PROV2387;Alten Fjord;Alten Fjord;Alten Fjord;Alten Fjord;Alten Fjord;Alten Fjord;;;;;X
PROV2388;Vest Fjord;Vest Fjord;Vest Fjord;Vest Fjord;Vest Fjord;Vest Fjord;;;;;X
PROV2389;Trondheim Fjord;Trondheim Fjord;Trondheim Fjord;Trondheim Fjord;Trondheim Fjord;Trondheim Fjord;;;;;X
PROV2390;Molde Fjord;Molde Fjord;Molde Fjord;Molde Fjord;Molde Fjord;Molde Fjord;;;;;X
PROV2391;Central Norwegian Sea;Central Norwegian Sea;Central Norwegian Sea;Centro del Mar de Noruega;Central Norwegian Sea;Central Norwegian Sea;;;;;X
PROV2392;Sogne Fjord;Sogne Fjord;Sogne Fjord;Sogne Fjord;Sogne Fjord;Sogne Fjord;;;;;X
PROV2393;Bokn Fjord;Bokn Fjord;Bokn Fjord;Bokn Fjord;Bokn Fjord;Bokn Fjord;;;;;X
PROV2394;Southcentral North Sea;Southcentral North Sea;Southcentral North Sea;Centro-sur del Mar del Norte;Southcentral North Sea;Southcentral North Sea;;;;;X
PROV2395;Mouth of the Thames;Mouth of the Thames;Mouth of the Thames;Boca del Támesis;Mouth of the Thames;Mouth of the Thames;;;;;X
PROV2396;The Wash;The Wash;The Wash;'The Wash';The Wash;The Wash;;;;;X
PROV2397;Mouth of the Tyne;Mouth of the Tyne;Mouth of the Tyne;Boca del Tyne;Mouth of the Tyne;Mouth of the Tyne;;;;;X
PROV2398;Firth of Forth;Firth of Forth;Firth of Forth;Estuario de Forth;Firth of Forth;Firth of Forth;;;;;X
PROV2399;Dogger Bank;Dogger Bank;Dogger Bank;Banco de Dogger;Dogger Bank;Dogger Bank;;;;;X
PROV2400;Westcentral North Sea;Westcentral North Sea;Westcentral North Sea;Centro-oeste del Mar del Norte;Westcentral North Sea;Westcentral North Sea;;;;;X
